Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Creator,Creator Id,Last Viewed,Resolved,Custom field (Resolved At),Time Spent,Custom field (Bug Category),Custom field (Business Domain),Custom field (Last Comment),Description
Bug,TSTAUTO-20699,223348,EU01_MATTEL_UAT_Order Failed to plan,Dinesh Thirugnana Sambandam (DHL IT Services),712020:ad25c037-c09f-4ac0-ab34-8469773c587f,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,Done,Done,6/27/2024 17:11,10/17/2024 7:54,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,10/17/2024 7:53,,,Data,MATTEL,,"h2. Environment URL
||Project Name||Environment URL||
| EU01|https://dscotmeu01test.dhl.com/|
h2. Browser Version

Chrome

Environment - Test
h2. Test User Account

User :- Otm.otm@dhl.com
h4. Steps to Reproduce
 * Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MATEU""
 * Then Create xml using template ""MAT_UAT_MU_063.xml"" with prefix ""MU""
 * And Navigate to ""Integration Manager""
 * And Upload OrderBase xml
 * Then Navigate to ""Transmission Manager""
 * And Verify the transmission status is ""Processed""
 * Then Switch role to ""PLANNER_ROLE""
 * And Navigate to ""All Orders""
 * And Verify the order is displayed in order release
 * And Verify ""2"" orders are displayed
 * Then Do Pre Plan
 * Then Plan shipment through Bulk Plan with ParameterSetId as ""PLANNING_SET""
 * Observe that only ""1"" count under ""Shipments built""

h2. Expected Result
 * ""2"" count under ""Shipments built"" field

h2. Actual Result
 * ""1"" count under ""Shipments built"" field

h2. Impact GTs

1 GT Impacted - MAT_UAT_MU_063

 

*Test Data* : Order ID MU-20240627193433010
 
 

*Test Report* - [^MATTEL_UAT_AutomationTestReport.html]"
Bug,TSTAUTO-20695,217520,NA04_DTNA_Order failed to plan shipment,,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,Done,Done,6/26/2024 16:55,7/17/2024 8:26,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,7/1/2024 15:39,,,Data,DTNA,,"*Environment*: Test

*url* : [https://dscotmna04test.dhl.com/|https://dscotmna04test.dhl.com/]

*Login Credentails*:
otm.otm@dhl.com

*Domain* : DTNA

*Steps to reproduce*:

* Given Login to DHL link as ""TaasOTMuser""
* And Select partner ""Chrysler - Livonia (Seven Mile Crossing)""
* And Create CSV file using template ""OB_BOL1.txt""
* And Upload order creation file for partner ""Chrysler - Livonia (Seven Mile Crossing)"" and flow ""DTNA Orders to OTM WMS""
* And Login to OTM as ""TaasOTMuser"" using SSO with Domain ""ILS""
* And Switch role to ""DTNA_SUPERUSER""
* And Navigate to ""Transmission Manager""
* Then Verify the transmission status for file upload through DHL link is ""Processed""
* And Navigate to ""Order Base""
* And Search order base with BOLNR_PO_Number
* And Navigate to ""Order Releases""
* And Search order release with BOLNR_PO_Number
* And Plan shipment through Bulk Plan with ParameterSetId as ""AGILE_PARAMETER_SET_V1""
* Observe that ""Order failed to plan""

*Expected*:

* Order failed to plan shipment

*Actual*:

* Should be able to plan shipment

*Test Data* : 

* Order Release ID *DTNA.20240626-0002-001*{*}{*}

*Test Report* :

* 

[^TC002_AutomationTestReport.html]

*  
* [https://dhl.atlassian.net/wiki/download/attachments/316598509/TSTAUTO-20688_2024-06-26_110617.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316598509/TSTAUTO-20688_2024-06-26_110617.html?api=v2]

*Impacted GTs* : 11"
Bug,TSTAUTO-20687,246074,"NA04 FORD - Validation failed for Vessel/Flight Departure, ""In-Gate"", ""Rail Arrival at Destination Intermodal Ramp"",""Rail Departure from Origin Intermodal Ramp"" events",Rajesh Puttagunta (DHL IT Services),712020:3a38df3a-18fa-401a-aabb-49e90e4e4737,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,Highest,In Progress,,6/26/2024 13:53,2/20/2025 14:59,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,,,,,Configuration,FORD,,"h2. Environment URL
||Project Name||Environment URL||
| NA04|https://dscotmna04test.dhl.com/|
h2. Browser Version

Chrome
h2. Test User Account

[otm.otm@dhl.com|mailto:otm.otm@dhl.com] 
h2. Steps to Reproduce

Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""ILS""
Given Create xml using template ""Template_FCL_EUR_OR_2and8.XML"" with prefix ""FORD_FCL""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
And Switch role to ""ILS_PLANNER""
Then Navigate to ""All Orders""
Then Verify the order is displayed in order release
And Plan shipment through Bulk Plan with ParameterSetId as ""AGILE_PARAMETER_SET_V1""
And Get the shipmentID
Then Navigate to ""Not-Requested Shipments""
Then Verify all Shipments are displayed
Then Select the shipment with ""Mode"" as ""OCEAN-FCL""
Then Navigate to ""Not-Requested Shipments""
Then Verify shipment is displayed
And Send and Verify the booking request
Then Navigate to ""Requested Shipments""
Then Verify shipment is displayed
Given Create Booking xml using template ""Template_BOOKING_CONFIRMATION.XML""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
And Switch role to ""ILS_PLANNER""
Then Navigate to ""Accepted Shipments""
Then Verify shipment is displayed
Then Verify the Shipment details as ""Mode"" is ""OCEAN-FCL""
Then Verify the Shipment details as ""Source"" is ""ESVLC""
Then Verify the Shipment details as ""Destination"" is ""USEWR""
Then Verify the Shipment details as ""Container Type"" is ""40HC""
And Edit the result and verify the field ""SECURE RESOURCES"" is ""SECURE RESOURCES_ACCEPTED""
Given Create xml using template ""Template_ASN_Match.xml"" with Source ""D0D1A"" and Destination ""HP05A""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
And Switch role to ""ILS_PLANNER""
Then Navigate to ""Accepted Shipments""
Then Verify shipment is displayed
And update the container Number in Equipment detail
And Navigate to ""ASN Report""
And Search the ASN shipment ID in ASN Report Finder page
Then Verify the Shipment details as ""ASN Match Status"" is ""AUTO_MATCHED""
Given Create Event xml using template ""Template_Event_EmptyEquipment.XML""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""

Given Create Event xml using template ""Template_Event_INGATE.XML""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
Given Create Event xml using template ""Template_Event_VesselArrival.xml""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
Given Create Event xml using template ""Template_Event_VesselDeparture.xml""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
Given Create Event xml using template ""Template_Event_OutGate.xml""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
Given Create Event xml using template ""Template_Event_RailArrival.xml""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
Given Create Event xml using template ""Template_Event_RailDeparture.XML""
And Switch role to ""TAAS_ROBOT ( Default )""
And Navigate to ""Integration Manager""
And Upload data xml
Then Navigate to ""Transmission Manager""
And Verify the transmission status is ""Processed""
And Switch role to ""ILS_PLANNER""
And Navigate to ""All Buy Shipments""
Then Verify shipment is displayed
And Add Delivered tracking events for the shipment
|ResponsibleParty|Status|StatusCode|Shipment Stop|
|INTTRA|Delivered|Delivered|2|

And Navigate to ""All Buy Shipments""
Then Verify shipment is displayed
And Verify Shipment Tracking Events ""Vessel/Flight Departure""
And Verify Shipment Tracking Events ""In-Gate""
And Verify Shipment Tracking Events ""Rail Arrival at Destination Intermodal Ramp""
And Verify Shipment Tracking Events ""Rail Departure from Origin Intermodal Ramp""

 
h2. Actual Result

Validation failed for Vessel/Flight Departure, ""In-Gate"", ""Rail Arrival at Destination Intermodal Ramp"",""Rail Departure from Origin Intermodal Ramp"" events
h2. Impact

GT_14,19

 

*Shipment ID: B24178R00031* "
Bug,TSTAUTO-20682,225261,NA04_FORD ARI_Shipment Quick event was not shown in shipment tracking events for OCEAN-FCL Transport mode,,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,Medium,Done,Done,6/25/2024 17:25,7/17/2024 8:27,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,,6/26/2024 13:12,,,Non-Functional,HONDA,,"Environment: Test

url : [https://dscotmna04test.dhl.com/]

Login Credentails:
otm.otm@dhl.com

Domain : FORD

Steps to reproduce:

Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""ILS""
    Then Create xml using template ""Template_FCL_EUR_OR.XML"" with prefix ""FORD_FCL""
    And Navigate to ""Integration Manager""
    And Upload data xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    And Switch role to ""ILS_CONTROL_TOWER_SUPERUSER""
    Then Navigate to ""All Orders""
    Then Verify the order is displayed in order release
    And Plan shipment through Bulk Plan with ParameterSetId as ""AGILE_PARAMETER_SET_V1""
    And Get the shipmentID
    Then Navigate to ""All Buy Shipments""
    Then Verify all Shipments are displayed
    Then Select the shipment with ""Mode"" as ""OCEAN-FCL""
    Then Navigate to ""All Buy Shipments""
    And Search the shipment in Shipments page
    And Click Quick Events
      | Eventname |
      | AE        |
    And Verify Shipment Tracking Events ""Loaded on Vessel""

Actual:

 Quick event was not shown in shipment tracking events for OCEAN_FCL Transport mode

 

Shipment ID:B24177R00120

 

!image-2024-06-25-19-58-25-837.png!

 "
Bug,TSTAUTO-20681,223345,NA04_FORD ARI_Shipment Quick event was not shown in shipment tracking events for TL Transport mode,,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,Medium,Done,Done,6/25/2024 17:20,7/17/2024 8:27,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,,6/26/2024 13:11,,,Non-Functional,HONDA,,"Environment: Test

url : [https://dscotmna04test.dhl.com/]

Login Credentails:
otm.otm@dhl.com

Domain : FORD

Steps to reproduce:

 Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""ILS""
    Then Create xml using template ""Template_FCL_EUR_OR.XML"" with prefix ""FORD_FCL""
    And Navigate to ""Integration Manager""
    And Upload data xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    And Switch role to ""ILS_PLANNER""
    Then Navigate to ""All Orders""
    Then Verify the order is displayed in order release
    And Plan shipment through Bulk Plan with ParameterSetId as ""AGILE_PARAMETER_SET_V1""
    And Get the shipmentID
    Then Navigate to ""All Buy Shipments""
    Then Verify all Shipments are displayed
    Then Select the shipment with ""Mode"" as ""TL""
    Then Navigate to ""All Buy Shipments""
    And Search the shipment in Shipments page
    And Click Quick Events
      | Eventname |
      | AM        |
    And Verify Shipment Tracking Events ""Loaded on Truck""

Actual:

 Quick event was not shown in shipment tracking events for TL Transport mode

 

Shipment ID:B24177R00122

 

!image-2024-06-25-19-54-01-205.png!

 "
Bug,TSTAUTO-20680,232153,NA04_FORD ARI_Shipment Quick event was not shown in shipment tracking events for AIR Transport mode,,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,Medium,Done,Done,6/25/2024 17:06,10/29/2025 8:42,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,,6/26/2024 13:12,,,Non-Functional,HONDA,,"Environment: Test

url : [https://dscotmna04test.dhl.com/]

Login Credentails:
otm.otm@dhl.com

Domain : FORD

Steps to reproduce:

 Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""ILS""
    Given Create xml using template ""AIR.xml"" with prefix ""FORD_AIR""
    And Navigate to ""Integration Manager""
    And Upload data xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    And Switch role to ""ILS_CONTROL_TOWER_SUPERUSER""
    Then Navigate to ""All Orders""
    Then Verify the order is displayed in order release
    And Plan shipment through Bulk Plan with ParameterSetId as ""AGILE_PARAMETER_SET_V1""
    And Get the shipmentID
    Then Navigate to ""All Buy Shipments""
    Then Verify all Shipments are displayed
    Then Select the shipment with ""Mode"" as ""AIR""
    Then Navigate to ""All Buy Shipments""
    And Search the shipment in Shipments page
    And Click Quick Events
      | Eventname |
      | WU        |
    And Verify Shipment Tracking Events ""Wheels up""

Actual:

 Quick event was not shown in shipment tracking events for AIR Transport mode

 

Shipment ID:B24177R00094

 

 

!image-2024-06-25-19-48-41-128.png!"
Bug,TSTAUTO-20636,242595,EU01_MATTEL_UAT_Shipment mode mismatch,Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,In Review,,6/19/2024 7:38,6/30/2025 13:14,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,,,,Data,MATTEL,,"h2. Environment URL

||*Project Name*||*Environment URL*||
| EU01|[https://dscotmeu01test.dhl.com/|https://dscotmeu01test.dhl.com/]|

h2. Browser Version

Chrome

Environment - Test

h2. Test User Account

User :- Otm.otm@dhl.com

h4. Steps to Reproduce

* Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MATEU""
* Then Create xml using template ""MAT_UAT_MU_079.xml"" with prefix ""MU""
* And Navigate to ""Integration Manager""
* And Upload OrderBase xml
* Then Navigate to ""Transmission Manager""
* And Verify the transmission status is ""Processed""
* Then Switch role to ""PLANNER_ROLE""
* And Navigate to ""All Orders""
* And Verify the order is displayed in order release
* And Verify ""4"" orders are displayed
* Then Do Pre Plan
* Then Plan shipment through Bulk Plan with ParameterSetId as ""PLANNING_SET""
* Then Get the ""1"" shipmentID (_Ref ShipmentID - 1027643_)
* Then Navigate to ""Shipments""
* Then Search the ""1"" shipment
* Then Verify shipment is displayed
* Then Verify the Shipment details as ""Mode"" is ""PALLET""
* Observe that Mode is displayed as ""LTL-PALLET"" instead of ""PALLET""

h2. Expected Result

* For MAT_UAT_MU_079 - Shipment details for ""Mode"" should display as ""PALLET""
* For MAT_UAT_MU_003 - Shipment details for ""Mode"" should display as ""PALLET""
* For MAT_UAT_MU_078 - Shipment details for ""Mode"" should display as ""LTL-PALLET,PALLET""
* For MAT_UAT_MU_048 - Shipment details for ""Mode"" should display as ""LTL-PALLET""
* For MAT_UAT_MU_052 - Shipment details for ""Mode"" should display as ""FTL""
* For MAT_UAT_MT_009 - Shipment details for ""Mode"" should display as ""FTL""
* For MAT_UAT_MT_007 - Shipment details for ""Mode"" should display as ""FTL""
* For MAT_UAT_MU_035 - Shipment details for ""Mode"" should display as ""FTL""

h2. Actual Result

* For MAT_UAT_MU_079 - Shipment details for ""Mode"" should displayed as ""LTL-PALLET"" which is not expected
* For MAT_UAT_MU_003 - Shipment details for ""Mode"" should displayed as ""LTL-PALLET"" which is not expected
* For MAT_UAT_MU_078 - Shipment details for ""Mode"" should displayed as ""LTL-PALLET"" which is not expected
* For MAT_UAT_MU_048 - Shipment details for ""Mode"" should displayed as ""MAT-PARCEL"" which is not expected
* For MAT_UAT_MU_052 - Shipment details for ""Mode"" should displayed as ""LTL-PALLET"" which is not expected
* For MAT_UAT_MT_009 - Shipment details for ""Mode"" should displayed as ""LTL-PALLET"" which is not expected
* For MAT_UAT_MT_007 - Shipment details for ""Mode"" should displayed as ""LINEHAUL"" which is not expected
* For MAT_UAT_MU_035 - Shipment details for ""Mode"" should displayed as """"LTL-PALLET"" which is not expected

h2. Impact GTs

8 GTs impacted

|1|MAT_UAT_MU_079|
|2|MAT_UAT_MU_003|
|3|MAT_UAT_MU_078|
|4|MAT_UAT_MU_048|
|5|MAT_UAT_MU_052|
|6|MAT_UAT_MT_009|
|7|MAT_UAT_MT_007|
|8|MAT_UAT_MU_035|

*Test Report* -

* [https://dhl.atlassian.net/wiki/download/attachments/316585490/TSTAUTO-20705_2024-06-29_000635.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585490/TSTAUTO-20705_2024-06-29_000635.html?api=v2]
* [https://dhl.atlassian.net/wiki/download/attachments/316585490/TSTAUTO-20360_2024-05-23_100557.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585490/TSTAUTO-20360_2024-05-23_100557.html?api=v2]"
Bug,TSTAUTO-20569,231924,EU01_IFF_Unable to perform secure resource when Transport mode=AIR,"Vikrant Kashyap (DHL IT Services), external",712020:a9462091-db9a-48af-8008-715d897e9608,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,Medium,Done,Done,6/10/2024 10:27,10/8/2024 10:15,,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,,10/8/2024 10:15,,,Functional,IFF,,"Env:  [https://dscotmeu01test.dhl.com/|https://dscotmeu01test.dhl.com/]

Role : PLANNER_ROLE

Test data:

Order Id #  
IFF-20240607172315711, IFF-20240607125546321,
Shipment # 1000005224
No Of Testcases affected: 2  

Steps:

* Login to OTM as ""TaasOTMuser"" using SSO with Domain ""IFF""
* And Create xml using template and Navigate to ""Integration Manager"" And Upload  xml
* Navigate to ""Transmission Manager"" and Verify the transmission status is ""PROCESSED""
* Switch role to ""PLANNER_ROLE"" and Navigate to ""All Orders""
* Search order in order release and Verify order release is displayed
*   And Plan shipment through Bulk Plan with ParameterSetId as ""IFF'
*  And Get the shipmentID
* And Navigate to ""All Shipments""
* And Verify shipment is displayed
*  Then Verify the Shipment details as ""Shipment Status"" is ""NEW""
*  And Edit Service Provider and Cost
      | Service Provider ID | Cost | Currency |
      | 6013441             | 1000 | EUR      |
*  
* Perform +*Secure Resources*+

Expected Result: 2 We should be able to perform secure resource

Actual result: Got error when we performed 'Secure Resource' action

Automation report :[https://dhl.atlassian.net/wiki/download/attachments/316585452/TSTAUTO-20561_2024-06-07_210628.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585452/TSTAUTO-20561_2024-06-07_210628.html?api=v2]

 

!image-2024-06-10-13-15-43-875.png|width=200,height=183!

 "
Bug,TSTAUTO-20530,203380,"NA03_JNJC_Test_Env - External System Message ""JNJC_SEND_204_SAP_V1"" is not triggered",Sridhar Reddy Karna (DHL IT Services),712020:96a6b944-d79b-44b2-b28a-a1afda2dd6d4,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Highest,To Do,,6/5/2024 6:34,7/18/2025 15:46,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,,,,Configuration,JNJC,,"env : dscotmna03test.dhl.com

user : [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

domain : MTNORAM

Test Data :  Shipment ID B24156M00053
 

No of Testcases affected:  1

 

Steps:

* Given Create xml using template ""JNJC_CreateOrder_Template_Parcel.xml"" with prefix ""JNJC""
* Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MTNORAM""
* And Navigate to ""Integration Manager | Business Process Automation""
* And Upload OrderBase xml
* Then Navigate to ""Transmission Manager | Business Process Automation""
* And Verify the transmission status is ""Processed""
* Then Switch role to ""JNJC_PLANNER""
* Then Navigate to ""Order Release - Outbound""
* And Verify the order is displayed in order release
* Then Edit Order Release
* And Verify Order Reference Number
  | GLOG | JNJC.Order base Id |
  | ORDER_TYPE | WMS_JDA |
* And Update the below fields in tab ""Constraints""
  | fieldName        | field value                 |
  | Buy Rate Record ID | UPSN_PARCEL_JNJC_USA_USA_TEST |
  | Date Emphasis     | NONE |
* And Complete Order Release edit
* Then Create Shipment using Show Routing Options
* Then Navigate to ""Shipment - Outbound""
* Then Verify shipment is displayed
* And Perform Secure Resources
* And Edit the result and verify the field ""SECURE RESOURCES"" is ""SECURE RESOURCES_PICKUP NOTIFICATION""
* And Edit the result and verify the field ""O2C_WFC_BUY_ACTUALS_RECEIVED"" is ""O2C_WFC_BUY_ACTUALS_RECEIVED_NO""
* Then Switch role to ""TAAS_ROBOT | MTNORAM ( Default )""
* Then Navigate to ""Transmission Manager | Business Process Automation""
* And VERIFY EXTERNAL SYSTEM ""JNJC_SEND_204_SAP_V1"" IS TRIGERRED
* Observe that External Message is not displayed

 

Expected Result:  External System message ""JNJC_SEND_204_SAP_V1"" should display

Actual Result: External System message ""JNJC_SEND_204_SAP_V1"" not displayed

 

Test Report - [https://dhl.atlassian.net/wiki/download/attachments/316585272/TSTAUTO-20524_2024-06-04_140626.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585272/TSTAUTO-20524_2024-06-04_140626.html?api=v2] "
Bug,TSTAUTO-20529,230280,BRP_NA03_Test_Env - Mismatch & Unavailability of field/column names in Order Release Screen,Abhishek Kushwaha (DHL IT Services),712020:e27cf485-385d-4437-a2d8-7ebd9a41ad08,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Highest,Done,Done,6/5/2024 6:30,7/17/2024 8:28,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,6/7/2024 8:52,,,Functional,BRP,,"h2. Environment URL

||*Project Name*||*Environment URL*||
| NA03|[https://dscotmna03test.dhl.com/|https://dscotmna03test.dhl.com/]|

h2. Browser Version

Chrome

Environment - Test

h2. Test User Account

User :- Otm.otm@dhl.com

User Role:- BRP_PLANNER

h4. Steps to Reproduce

Given Create xml using template ""BRP1Transorder.xml"" with prefix ""BRP""

Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MTNORAM""

And Navigate to ""Integration Manager | Business Process Automation""

And Upload OrderBase xml

Then Navigate to ""Transmission Manager | Business Process Automation""

And Verify the transmission status is ""Processed""

Then Switch role to ""BRP_PLANNER""

Then Navigate to ""Order Base""

And Search order in order base

And Verify the order is displayed

* And Verify the Order Reference Numbers
| fieldName | expectedValue |
| ORDER OWNER | BRP |
| GLOG | OrderReleaseID |

And Verify the Order details as ""Total Gross Weight"" is ""264.55 LB""

And Verify the Order details as ""Total Gross Volume"" is ""63.22 CUFT""

And Verify the Order details as ""Order Configuration ID"" is ""BRP_ONE_TO_ONE_WO_DERIVE""

And view Order Release

* Then verify below data in ""Line Item Data"" table in ""Order Base"" screen
| ColumnName | Value |
| Packaged Item ID | 715003281 |
| Source Location ID | 0010 |

Then Navigate to ""Order Release""

And Verify the order is displayed in order release

Then Set Buy Fixed Itinerary as ""BRP_POOL_0010_USA"" in ""Constraints"" tab

And Verify the Order Release details as ""Total Gross Weight"" is ""264.55 LB""

And Verify the Order Release details as ""Total Gross Volume"" is ""63.22 CUFT""

And Verify the Order Release details as ""Source Location ID"" is ""0010""

And Verify the Order Release details as ""Destination Location ID"" is ""0000707002""

And Verify the Order Release details as ""Payment Method Code ID"" is ""PP""

* Observe below
** ""Total Gross Weight"", ""Total Gross Volume"" field/Column names are mismatching
** ""Payment Method Code ID"" field/Column is not available

h2. Expected Result

* ""Total Gross Weight"", ""Total Gross Volume"" field/Column names should not mis-match
* ""Payment Method Code ID"" field/Column should be available
* Please refer old results where above changes displayed as expected & got PASSED - Refer Test script : ""BRP_1_LTL"" - [https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-16280_2023-11-01_141104.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-16280_2023-11-01_141104.html?api=v2] 

h2. Actual Result

* ""Total Gross Weight"", ""Total Gross Volume"" field/Column names are mismatching
* ""Payment Method Code ID"" field/Column is not available

h2. Impact

4 GTs - [BRP_2_TL|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2], [BRP_1_LTL|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2], [BRP_4|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2], [BRP_3_TL - LTL|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2]

 

Latest Test Report : [https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20522_2024-06-04_090633.html?api=v2]"
Bug,TSTAUTO-20528,215152,"BRP_NA03_Test_Env - External System Message ""SEND CARRIER 204_KRSK"" is not triggered in Transmission manager",Abhishek Kushwaha (DHL IT Services),712020:e27cf485-385d-4437-a2d8-7ebd9a41ad08,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Highest,Done,Done,6/5/2024 6:28,7/17/2024 8:29,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,6/10/2024 10:23,,,Configuration,BRP,,"h2. Environment URL

||*Project Name*||*Environment URL*||
| NA03|[https://dscotmna03test.dhl.com/|https://dscotmna03test.dhl.com/]|

h2. Browser Version

Chrome

Environment - Test

h2. Test User Account

User :- Otm.otm@dhl.com

User Role:- BRP_PLANNER

h2. Issue Description

Screen name change and error out on blank search

h4. Steps to Reproduce

Given Create xml using template ""BRP1Transorder.xml"" with prefix ""BRP""

Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MTNORAM""

And Navigate to ""Integration Manager | Business Process Automation""

And Upload OrderBase xml

Then Navigate to ""Transmission Manager | Business Process Automation""

And Verify the transmission status is ""Processed""

Then Switch role to ""BRP_PLANNER""

Then Navigate to ""Order Base""

And Search order in order base

And Verify the order is displayed

Then Navigate to ""Order Release""

And Verify the order is displayed in order release

Then Set Buy Fixed Itinerary as ""BRP_POOL_0010_USA"" in ""Constraints"" tab

Then Create Shipment through Show Routing Options without Itinerary selection

Then Navigate to ""Shipment""

Then Verify all Shipments are displayed

And Perform Secure Resources

And Accept Tender

Then Switch role to ""TAAS_ROBOT | MTNORAM ( Default )""

Then Navigate to ""Transmission Manager | Business Process Automation""

And VERIFY EXTERNAL SYSTEM ""SEND CARRIER 204_KRSK"" IS TRIGERRED

* Observe that External Message ""SEND CARRIER 204_KRSK"" not displayed

h2. Expected Result

External Message ""SEND CARRIER 204_KRSK"" should be displayed

h2. Actual Result

External Message ""SEND CARRIER 204_KRSK"" not displayed

h2. Impact

3 GT

Test Report - [https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20537_2024-06-05_080627.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585278/TSTAUTO-20537_2024-06-05_080627.html?api=v2]

 

 "
